gauge_id,gauge_lat,gauge_lon,geometry,index_right,STATE_NAME
1013500.0,47.23739,-68.58264,POINT (-68.58264 47.23739),17,Maine
1022500.0,44.60797,-67.93524,POINT (-67.93524 44.60797),17,Maine
1030500.0,45.50097,-68.30596,POINT (-68.30596 45.50097),17,Maine
1031500.0,45.17501,-69.3147,POINT (-69.3147 45.17501),17,Maine
1047000.0,44.8692,-69.9551,POINT (-69.9551 44.8692),17,Maine
1052500.0,44.87739,-71.05749,POINT (-71.05749 44.87739),27,New Hampshire
1054200.0,44.39044,-70.97964,POINT (-70.97964 44.39044),17,Maine
1055000.0,44.64275,-70.58878,POINT (-70.58878 44.64275),17,Maine
1057000.0,44.30399,-70.53968,POINT (-70.53968 44.30399),17,Maine
1073000.0,43.1487,-70.96506,POINT (-70.96506 43.1487),27,New Hampshire
1078000.0,43.56646,-71.74786,POINT (-71.74786 43.56646),27,New Hampshire
1118300.0,41.47482,-71.83424,POINT (-71.83424 41.47482),5,Connecticut
1121000.0,41.84371,-72.16897,POINT (-72.16897 41.84371),5,Connecticut
1123000.0,41.67177,-72.0523,POINT (-72.0523 41.67177),5,Connecticut
1134500.0,44.51172,-71.83731,POINT (-71.83731 44.51172),43,Vermont
1137500.0,44.26867,-71.63036,POINT (-71.63036 44.26867),27,New Hampshire
1139000.0,44.15034,-72.06509,POINT (-72.06509 44.15034),43,Vermont
1139800.0,44.09284,-72.33565,POINT (-72.33565 44.09284),43,Vermont
1142500.0,43.93451,-72.65788,POINT (-72.65788 43.93451),43,Vermont
1144000.0,43.71424,-72.41815,POINT (-72.41815 43.71424),43,Vermont
1162500.0,42.68259,-72.11508,POINT (-72.11508 42.68259),19,Massachusetts
1169000.0,42.63842,-72.72509,POINT (-72.72509 42.63842),19,Massachusetts
1170100.0,42.70342,-72.67065,POINT (-72.67065 42.70342),19,Massachusetts
1181000.0,42.23731,-72.89565,POINT (-72.89565 42.23731),19,Massachusetts
1187300.0,42.03732,-72.93899,POINT (-72.93899 42.03732),5,Connecticut
1195100.0,41.30593,-72.5312,POINT (-72.5312 41.30593),5,Connecticut
1333000.0,42.70897,-73.19677,POINT (-73.19677 42.70897),19,Massachusetts
1350000.0,42.31953,-74.43654,POINT (-74.43654 42.31953),30,New York
1350080.0,42.37703,-74.41292,POINT (-74.41292 42.37703),30,New York
1350140.0,42.42897,-74.47293,POINT (-74.47293 42.42897),30,New York
1365000.0,41.86648,-74.4871,POINT (-74.4871 41.86648),30,New York
1411300.0,39.30694,-74.82056,POINT (-74.82056 39.30694),28,New Jersey
1413500.0,42.14481,-74.65349,POINT (-74.65349 42.14481),30,New York
1414500.0,42.1062,-74.73043,POINT (-74.73043 42.1062),30,New York
1415000.0,42.12009,-74.81849,POINT (-74.81849 42.12009),30,New York
1423000.0,42.1662,-75.13989,POINT (-75.13989 42.1662),30,New York
1434025.0,41.99537,-74.50099,POINT (-74.50099 41.99537),30,New York
1435000.0,41.89009,-74.58988,POINT (-74.58988 41.89009),30,New York
1439500.0,41.08815,-75.03767,POINT (-75.03767 41.08815),36,Pennsylvania
1440000.0,41.10667,-74.95222,POINT (-74.95222 41.10667),28,New Jersey
1440400.0,41.08481,-75.21462,POINT (-75.21462 41.08481),36,Pennsylvania
1451800.0,40.66176,-75.62685,POINT (-75.62685 40.66176),36,Pennsylvania
1466500.0,39.885,-74.50528,POINT (-74.50528 39.885),28,New Jersey
1484100.0,38.90578,-75.51275,POINT (-75.51275 38.90578),6,Delaware
1485500.0,38.22892,-75.47144,POINT (-75.47144 38.22892),18,Maryland
1486000.0,38.21389,-75.67139,POINT (-75.67139 38.21389),18,Maryland
1487000.0,38.72833,-75.56186,POINT (-75.56186 38.72833),6,Delaware
1491000.0,38.99719,-75.78581,POINT (-75.78581 38.99719),18,Maryland
1510000.0,42.54118,-75.89964,POINT (-75.89964 42.54118),30,New York
1516500.0,41.79091,-77.01469,POINT (-77.01469 41.79091),36,Pennsylvania
1518862.0,41.92313,-77.53193,POINT (-77.53193 41.92313),36,Pennsylvania
1532000.0,41.70702,-76.48467,POINT (-76.48467 41.70702),36,Pennsylvania
1539000.0,41.07814,-76.43106,POINT (-76.43106 41.07814),36,Pennsylvania
1542810.0,41.57895,-78.29251,POINT (-78.29251 41.57895),36,Pennsylvania
1543000.0,41.4134,-78.19695,POINT (-78.19695 41.4134),36,Pennsylvania
1543500.0,41.31728,-78.10306,POINT (-78.10306 41.31728),36,Pennsylvania
1544500.0,41.4759,-77.82582,POINT (-77.82582 41.4759),36,Pennsylvania
1545600.0,41.38951,-77.69082,POINT (-77.69082 41.38951),36,Pennsylvania
1547700.0,41.05951,-77.60583,POINT (-77.60583 41.05951),36,Pennsylvania
1548500.0,41.52174,-77.44748,POINT (-77.44748 41.52174),36,Pennsylvania
1549500.0,41.47368,-77.23081,POINT (-77.23081 41.47368),36,Pennsylvania
1550000.0,41.41841,-77.03275,POINT (-77.03275 41.41841),36,Pennsylvania
1552000.0,41.32508,-76.91246,POINT (-76.91246 41.32508),36,Pennsylvania
1552500.0,41.35702,-76.53467,POINT (-76.53467 41.35702),36,Pennsylvania
1557500.0,40.68367,-78.23362,POINT (-78.23362 40.68367),36,Pennsylvania
1567500.0,40.37092,-77.40221,POINT (-77.40221 40.37092),36,Pennsylvania
1568000.0,40.32342,-77.16887,POINT (-77.16887 40.32342),36,Pennsylvania
1580000.0,39.62997,-76.40331,POINT (-76.40331 39.62997),18,Maryland
1583500.0,39.51078,-76.6765,POINT (-76.6765 39.51078),18,Maryland
1586610.0,39.45189,-76.95531,POINT (-76.95531 39.45189),18,Maryland
1591400.0,39.25597,-77.05106,POINT (-77.05106 39.25597),18,Maryland
1594950.0,39.27669,-79.39031,POINT (-79.39031 39.27669),18,Maryland
1596500.0,39.57006,-79.10194,POINT (-79.10194 39.57006),18,Maryland
1605500.0,38.63567,-79.33782,POINT (-79.33782 38.63567),46,West Virginia
1606500.0,38.99122,-79.17587,POINT (-79.17587 38.99122),46,West Virginia
1613050.0,39.89842,-78.13223,POINT (-78.13223 39.89842),36,Pennsylvania
1620500.0,38.33763,-79.24004,POINT (-79.24004 38.33763),44,Virginia
1632000.0,38.63706,-78.8528,POINT (-78.8528 38.63706),44,Virginia
1632900.0,38.69345,-78.64279,POINT (-78.64279 38.69345),44,Virginia
1634500.0,39.08122,-78.32945,POINT (-78.32945 39.08122),44,Virginia
1638480.0,39.25455,-77.57638,POINT (-77.57638 39.25455),44,Virginia
1639500.0,39.61236,-77.23744,POINT (-77.23744 39.61236),18,Maryland
1644000.0,39.01955,-77.57749,POINT (-77.57749 39.01955),44,Virginia
1658500.0,38.58734,-77.4286,POINT (-77.4286 38.58734),44,Virginia
1664000.0,38.53068,-77.8136,POINT (-77.8136 38.53068),44,Virginia
1666500.0,38.32513,-78.09556,POINT (-78.09556 38.32513),44,Virginia
1667500.0,38.35041,-77.975,POINT (-77.975 38.35041),44,Virginia
1669000.0,37.87708,-76.90052,POINT (-76.90052 37.87708),44,Virginia
1669520.0,37.63375,-76.69635,POINT (-76.69635 37.63375),44,Virginia
2011400.0,38.04235,-79.88144,POINT (-79.88144 38.04235),44,Virginia
2011460.0,38.2454,-79.76866,POINT (-79.76866 38.2454),44,Virginia
2013000.0,37.8029,-80.047,POINT (-80.047 37.8029),44,Virginia
2014000.0,37.72901,-80.04228,POINT (-80.04228 37.72901),44,Virginia
2015700.0,38.1954,-79.57032,POINT (-79.57032 38.1954),44,Virginia
2016000.0,37.7918,-79.75949,POINT (-79.75949 37.7918),44,Virginia
2017500.0,37.50624,-80.10671,POINT (-80.10671 37.50624),44,Virginia
2018000.0,37.66596,-79.91144,POINT (-79.91144 37.66596),44,Virginia
2027000.0,37.71542,-78.98169,POINT (-78.98169 37.71542),44,Virginia
2027500.0,37.70236,-79.02752,POINT (-79.02752 37.70236),44,Virginia
2028500.0,37.86959,-78.82335,POINT (-78.82335 37.86959),44,Virginia
2038850.0,37.41542,-78.63584,POINT (-78.63584 37.41542),44,Virginia
2046000.0,37.06709,-77.60249,POINT (-77.60249 37.06709),44,Virginia
2051000.0,36.99737,-78.34972,POINT (-78.34972 36.99737),44,Virginia
2051500.0,36.71681,-77.83166,POINT (-77.83166 36.71681),44,Virginia
2053200.0,36.37083,-77.02556,POINT (-77.02556 36.37083),31,North Carolina
2053800.0,37.14013,-80.26643,POINT (-80.26643 37.14013),44,Virginia
2055100.0,37.41763,-79.93532,POINT (-79.93532 37.41763),44,Virginia
2056900.0,37.04514,-79.8442,POINT (-79.8442 37.04514),44,Virginia
2059500.0,37.1732,-79.52031,POINT (-79.52031 37.1732),44,Virginia
2064000.0,37.12681,-78.95974,POINT (-78.95974 37.12681),44,Virginia
2065500.0,37.07931,-78.76362,POINT (-78.76362 37.07931),44,Virginia
2069700.0,36.57097,-80.12949,POINT (-80.12949 36.57097),44,Virginia
2070000.0,36.56819,-79.98726,POINT (-79.98726 36.56819),44,Virginia
2074500.0,36.61958,-79.50419,POINT (-79.50419 36.61958),44,Virginia
2077200.0,36.39778,-79.19667,POINT (-79.19667 36.39778),31,North Carolina
2081500.0,36.19417,-78.58306,POINT (-78.58306 36.19417),31,North Carolina
2082950.0,36.18333,-77.87611,POINT (-77.87611 36.18333),31,North Carolina
2092500.0,35.06417,-77.46139,POINT (-77.46139 35.06417),31,North Carolina
2096846.0,35.98722,-79.20611,POINT (-79.20611 35.98722),31,North Carolina
2102908.0,35.18278,-79.1775,POINT (-79.1775 35.18278),31,North Carolina
2108000.0,34.82889,-77.83222,POINT (-77.83222 34.82889),31,North Carolina
2111180.0,36.07139,-81.40306,POINT (-81.40306 36.07139),31,North Carolina
2111500.0,36.175,-81.16889,POINT (-81.16889 36.175),31,North Carolina
2112120.0,36.25028,-81.04444,POINT (-81.04444 36.25028),31,North Carolina
2112360.0,36.31139,-80.80722,POINT (-80.80722 36.31139),31,North Carolina
2118500.0,36.00056,-80.74556,POINT (-80.74556 36.00056),31,North Carolina
2125000.0,35.33472,-80.33556,POINT (-80.33556 35.33472),31,North Carolina
2128000.0,35.38722,-79.83139,POINT (-79.83139 35.38722),31,North Carolina
2137727.0,35.68583,-82.06028,POINT (-82.06028 35.68583),31,North Carolina
2140991.0,35.83361,-81.71194,POINT (-81.71194 35.83361),31,North Carolina
2143000.0,35.68444,-81.40333,POINT (-81.40333 35.68444),31,North Carolina
2143040.0,35.59069,-81.56704,POINT (-81.56704 35.59069),31,North Carolina
2149000.0,35.42345,-82.1115,POINT (-82.1115 35.42345),31,North Carolina
2152100.0,35.49306,-81.68222,POINT (-81.68222 35.49306),31,North Carolina
2177000.0,34.81398,-83.30599,POINT (-83.30599 34.81398),38,South Carolina
2178400.0,34.89037,-83.53044,POINT (-83.53044 34.89037),9,Georgia
2193340.0,33.68263,-82.85792,POINT (-82.85792 33.68263),9,Georgia
2196000.0,33.7293,-82.18179,POINT (-82.18179 33.7293),38,South Carolina
2198100.0,32.93766,-81.81539,POINT (-81.81539 32.93766),9,Georgia
2202600.0,32.16798,-81.48817,POINT (-81.48817 32.16798),9,Georgia
2212600.0,33.09985,-83.72351,POINT (-83.72351 33.09985),9,Georgia
2215100.0,32.23944,-83.50167,POINT (-83.50167 32.23944),9,Georgia
2216180.0,31.99139,-82.92194,POINT (-82.92194 31.99139),9,Georgia
2221525.0,33.25236,-83.48128,POINT (-83.48128 33.25236),9,Georgia
2231000.0,30.35885,-82.0815,POINT (-82.0815 30.35885),8,Florida
2231342.0,27.56865,-80.79617,POINT (-80.79617 27.56865),8,Florida
2235200.0,28.87453,-81.48938,POINT (-81.48938 28.87453),8,Florida
2245500.0,29.97941,-81.85204,POINT (-81.85204 29.97941),8,Florida
2246000.0,30.1133,-81.90649,POINT (-81.90649 30.1133),8,Florida
2296500.0,27.37504,-81.79647,POINT (-81.79647 27.37504),8,Florida
2297155.0,27.48726,-82.02342,POINT (-82.02342 27.48726),8,Florida
2297310.0,27.19949,-81.98842,POINT (-81.98842 27.19949),8,Florida
2298123.0,27.052,-81.78453,POINT (-81.78453 27.052),8,Florida
2298608.0,27.34366,-82.15676,POINT (-82.15676 27.34366),8,Florida
2299950.0,27.47365,-82.2112,POINT (-82.2112 27.47365),8,Florida
2300700.0,27.79197,-82.35204,POINT (-82.35204 27.79197),8,Florida
2310947.0,28.31195,-82.05591,POINT (-82.05591 28.31195),8,Florida
2312200.0,28.57277,-82.15536,POINT (-82.15536 28.57277),8,Florida
2314500.0,30.68056,-82.56056,POINT (-82.56056 30.68056),9,Georgia
2315500.0,30.32578,-82.73818,POINT (-82.73818 30.32578),8,Florida
2324400.0,30.09827,-83.47181,POINT (-83.47181 30.09827),8,Florida
2327100.0,30.12937,-84.49435,POINT (-84.49435 30.12937),8,Florida
2342933.0,32.01766,-85.29577,POINT (-85.29577 32.01766),0,Alabama
2349900.0,32.19556,-83.90222,POINT (-83.90222 32.19556),9,Georgia
2350900.0,31.76444,-84.25333,POINT (-84.25333 31.76444),9,Georgia
2361000.0,31.34295,-85.61049,POINT (-85.61049 31.34295),0,Alabama
2363000.0,31.59489,-85.783,POINT (-85.783 31.59489),0,Alabama
2369800.0,31.02768,-86.70996,POINT (-86.70996 31.02768),0,Alabama
2371500.0,31.5735,-86.25162,POINT (-86.25162 31.5735),0,Alabama
2372250.0,31.59627,-86.40552,POINT (-86.40552 31.59627),0,Alabama
2374500.0,31.4185,-86.98664,POINT (-86.98664 31.4185),0,Alabama
2381600.0,34.57037,-84.46882,POINT (-84.46882 34.57037),9,Georgia
2384540.0,34.87202,-84.72133,POINT (-84.72133 34.87202),9,Georgia
2395120.0,34.24278,-84.88972,POINT (-84.88972 34.24278),9,Georgia
2408540.0,32.91679,-86.27025,POINT (-86.27025 32.91679),0,Alabama
2415000.0,33.06679,-85.87913,POINT (-85.87913 33.06679),0,Alabama
2422500.0,32.58291,-86.9036,POINT (-86.9036 32.58291),0,Alabama
2427250.0,31.99626,-87.06832,POINT (-87.06832 31.99626),0,Alabama
2430085.0,34.46667,-88.28361,POINT (-88.28361 34.46667),22,Mississippi
2430615.0,34.3925,-88.355,POINT (-88.355 34.3925),22,Mississippi
2450250.0,34.28538,-87.39891,POINT (-87.39891 34.28538),0,Alabama
2464000.0,33.47928,-87.59723,POINT (-87.59723 33.47928),0,Alabama
2464146.0,33.41345,-87.51056,POINT (-87.51056 33.41345),0,Alabama
2464360.0,33.42484,-87.64251,POINT (-87.64251 33.42484),0,Alabama
2465493.0,32.99735,-87.62223,POINT (-87.62223 32.99735),0,Alabama
2469800.0,31.74432,-88.02251,POINT (-88.02251 31.74432),0,Alabama
2472000.0,31.70694,-89.40694,POINT (-89.40694 31.70694),22,Mississippi
2472500.0,31.42583,-89.41472,POINT (-89.41472 31.42583),22,Mississippi
2479155.0,31.02528,-89.01667,POINT (-89.01667 31.02528),22,Mississippi
2479300.0,30.73611,-88.78111,POINT (-88.78111 30.73611),22,Mississippi
2479560.0,30.80908,-88.45863,POINT (-88.45863 30.80908),22,Mississippi
2481000.0,30.55861,-89.12194,POINT (-89.12194 30.55861),22,Mississippi
2481510.0,30.48361,-89.27444,POINT (-89.27444 30.48361),22,Mississippi
3010655.0,41.96173,-78.19807,POINT (-78.19807 41.96173),36,Pennsylvania
3011800.0,41.76645,-78.71864,POINT (-78.71864 41.76645),36,Pennsylvania
3015500.0,41.85256,-79.31727,POINT (-79.31727 41.85256),36,Pennsylvania
3021350.0,42.01533,-79.78255,POINT (-79.78255 42.01533),36,Pennsylvania
3026500.0,41.63117,-78.57669,POINT (-78.57669 41.63117),36,Pennsylvania
3028000.0,41.57534,-78.69225,POINT (-78.69225 41.57534),36,Pennsylvania
3049000.0,40.7159,-79.69949,POINT (-79.69949 40.7159),36,Pennsylvania
3049800.0,40.52035,-79.93811,POINT (-79.93811 40.52035),36,Pennsylvania
3050000.0,38.80927,-79.88173,POINT (-79.88173 38.80927),46,West Virginia
3066000.0,39.12705,-79.46838,POINT (-79.46838 39.12705),46,West Virginia
3069500.0,39.12288,-79.68117,POINT (-79.68117 39.12288),46,West Virginia
3070500.0,39.61564,-79.70477,POINT (-79.70477 39.61564),46,West Virginia
3076600.0,39.65614,-79.39411,POINT (-79.39411 39.65614),18,Maryland
3078000.0,39.70219,-79.13639,POINT (-79.13639 39.70219),18,Maryland
3140000.0,40.36285,-81.86236,POINT (-81.86236 40.36285),33,Ohio
3144000.0,40.13257,-82.14792,POINT (-82.14792 40.13257),33,Ohio
3159540.0,39.06369,-81.8818,POINT (-81.8818 39.06369),33,Ohio
3161000.0,36.39333,-81.40694,POINT (-81.40694 36.39333),31,North Carolina
3164000.0,36.64735,-80.97897,POINT (-80.97897 36.64735),44,Virginia
3165000.0,36.64596,-80.91924,POINT (-80.91924 36.64596),44,Virginia
3170000.0,37.03763,-80.55672,POINT (-80.55672 37.03763),44,Virginia
3173000.0,37.26818,-80.70951,POINT (-80.70951 37.26818),44,Virginia
3180500.0,38.54373,-79.83312,POINT (-79.83312 38.54373),46,West Virginia
3182500.0,38.18595,-80.13062,POINT (-80.13062 38.18595),46,West Virginia
3186500.0,38.379,-80.48397,POINT (-80.48397 38.379),46,West Virginia
3187500.0,38.29539,-80.52648,POINT (-80.52648 38.29539),46,West Virginia
3213700.0,37.67316,-82.28014,POINT (-82.28014 37.67316),46,West Virginia
3237280.0,38.64369,-83.21574,POINT (-83.21574 38.64369),33,Ohio
3237500.0,38.80368,-83.42102,POINT (-83.42102 38.80368),33,Ohio
3238500.0,38.85813,-83.92854,POINT (-83.92854 38.85813),33,Ohio
3241500.0,39.72284,-83.88271,POINT (-83.88271 39.72284),33,Ohio
3280700.0,37.16509,-83.30796,POINT (-83.30796 37.16509),15,Kentucky
3281100.0,37.15203,-83.7602,POINT (-83.7602 37.15203),15,Kentucky
3281500.0,37.47981,-83.67519,POINT (-83.67519 37.47981),15,Kentucky
3285000.0,37.64202,-84.66078,POINT (-84.66078 37.64202),15,Kentucky
3291780.0,38.87811,-85.25718,POINT (-85.25718 38.87811),12,Indiana
3300400.0,37.83284,-85.29607,POINT (-85.29607 37.83284),15,Kentucky
3338780.0,40.26531,-87.6428,POINT (-87.6428 40.26531),11,Illinois
3340800.0,39.81255,-86.9539,POINT (-86.9539 39.81255),12,Indiana
3346000.0,39.01004,-87.94559,POINT (-87.94559 39.01004),11,Illinois
3357350.0,39.76171,-86.72945,POINT (-86.72945 39.76171),12,Indiana
3364500.0,39.27477,-85.70165,POINT (-85.70165 39.27477),12,Indiana
3366500.0,38.80422,-85.67386,POINT (-85.67386 38.80422),12,Indiana
3368000.0,39.07033,-85.48608,POINT (-85.48608 39.07033),12,Indiana
3384450.0,37.47227,-88.54727,POINT (-88.54727 37.47227),11,Illinois
3439000.0,35.14333,-82.82472,POINT (-82.82472 35.14333),31,North Carolina
3450000.0,35.65306,-82.40528,POINT (-82.40528 35.65306),31,North Carolina
3455500.0,35.39611,-82.9375,POINT (-82.9375 35.39611),31,North Carolina
3456500.0,35.46167,-82.86972,POINT (-82.86972 35.46167),31,North Carolina
3460000.0,35.6675,-83.07361,POINT (-83.07361 35.6675),31,North Carolina
3463300.0,35.83151,-82.18429,POINT (-82.18429 35.83151),31,North Carolina
3471500.0,36.76039,-81.63123,POINT (-81.63123 36.76039),44,Virginia
3473000.0,36.65178,-81.84401,POINT (-81.84401 36.65178),44,Virginia
3479000.0,36.23917,-81.82222,POINT (-81.82222 36.23917),31,North Carolina
3488000.0,36.89678,-81.74623,POINT (-81.74623 36.89678),44,Virginia
3498500.0,35.78562,-83.8846,POINT (-83.8846 35.78562),40,Tennessee
3500000.0,35.15,-83.37972,POINT (-83.37972 35.15),31,North Carolina
3500240.0,35.15889,-83.39417,POINT (-83.39417 35.15889),31,North Carolina
3504000.0,35.1275,-83.61861,POINT (-83.61861 35.1275),31,North Carolina
3574500.0,34.62425,-86.30637,POINT (-86.30637 34.62425),0,Alabama
3592718.0,34.83556,-88.28806,POINT (-88.28806 34.83556),22,Mississippi
3604000.0,35.49591,-87.8328,POINT (-87.8328 35.49591),40,Tennessee
4015330.0,46.94688,-91.7924,POINT (-91.7924 46.94688),21,Minnesota
4024430.0,46.63327,-92.09408,POINT (-92.09408 46.63327),47,Wisconsin
4027000.0,46.48661,-90.6963,POINT (-90.6963 46.48661),47,Wisconsin
4040500.0,46.58411,-88.57597,POINT (-88.57597 46.58411),20,Michigan
4043050.0,47.22854,-88.38539,POINT (-88.38539 47.22854),20,Michigan
4045500.0,46.57502,-85.26955,POINT (-85.26955 46.57502),20,Michigan
4056500.0,46.03053,-86.16125,POINT (-86.16125 46.03053),20,Michigan
4057510.0,45.94302,-86.7057,POINT (-86.7057 45.94302),20,Michigan
4057800.0,46.4991,-87.88652,POINT (-87.88652 46.4991),20,Michigan
4059500.0,45.75552,-87.20152,POINT (-87.20152 45.75552),20,Michigan
4063700.0,45.76357,-88.46318,POINT (-88.46318 45.76357),47,Wisconsin
4074950.0,45.18997,-88.73344,POINT (-88.73344 45.18997),47,Wisconsin
4105700.0,42.35337,-85.35389,POINT (-85.35389 42.35337),20,Michigan
4115265.0,43.24976,-84.98113,POINT (-84.98113 43.24976),20,Michigan
4122200.0,43.46418,-86.23257,POINT (-86.23257 43.46418),20,Michigan
4122500.0,43.94501,-86.27869,POINT (-86.27869 43.94501),20,Michigan
4124000.0,44.43639,-85.69868,POINT (-85.69868 44.43639),20,Michigan
4127918.0,46.18585,-84.59783,POINT (-84.59783 46.18585),20,Michigan
4127997.0,45.27446,-84.60003,POINT (-84.60003 45.27446),20,Michigan
4161580.0,42.80086,-83.09021,POINT (-83.09021 42.80086),20,Michigan
4185000.0,41.5045,-84.42967,POINT (-84.42967 41.5045),33,Ohio
4196800.0,40.92283,-83.34881,POINT (-83.34881 40.92283),33,Ohio
4197100.0,41.02228,-83.10964,POINT (-83.10964 41.02228),33,Ohio
4197170.0,41.11367,-83.16825,POINT (-83.16825 41.11367),33,Ohio
4213000.0,41.927,-80.60397,POINT (-80.60397 41.927),33,Ohio
4213075.0,41.992,-80.29117,POINT (-80.29117 41.992),36,Pennsylvania
4216418.0,42.86395,-78.28363,POINT (-78.28363 42.86395),30,New York
4221000.0,42.12229,-77.95722,POINT (-77.95722 42.12229),30,New York
4224775.0,42.53562,-77.70416,POINT (-77.70416 42.53562),30,New York
4233000.0,42.39313,-76.54494,POINT (-76.54494 42.39313),30,New York
4256000.0,43.74729,-75.33435,POINT (-75.33435 43.74729),30,New York
4296000.0,44.86894,-72.2701,POINT (-72.2701 44.86894),43,Vermont
5056000.0,47.80555,-98.71622,POINT (-98.71622 47.80555),32,North Dakota
5057000.0,47.43277,-98.0276,POINT (-98.0276 47.43277),32,North Dakota
5057200.0,47.22916,-98.12482,POINT (-98.12482 47.22916),32,North Dakota
5062500.0,47.26663,-96.24478,POINT (-96.24478 47.26663),21,Minnesota
5087500.0,48.34109,-96.81812,POINT (-96.81812 48.34109),21,Minnesota
5120500.0,48.13834,-100.53986,POINT (-100.53986 48.13834),32,North Dakota
5123400.0,48.58889,-100.44208,POINT (-100.44208 48.58889),32,North Dakota
5129115.0,48.26463,-92.56599,POINT (-92.56599 48.26463),21,Minnesota
5131500.0,48.39578,-93.54933,POINT (-93.54933 48.39578),21,Minnesota
5291000.0,45.29163,-96.48756,POINT (-96.48756 45.29163),39,South Dakota
5362000.0,45.30803,-90.95652,POINT (-90.95652 45.30803),47,Wisconsin
5393500.0,45.44913,-89.97931,POINT (-89.97931 45.44913),47,Wisconsin
5399500.0,44.82191,-90.07958,POINT (-90.07958 44.82191),47,Wisconsin
5408000.0,43.57414,-90.64319,POINT (-90.64319 43.57414),47,Wisconsin
5412500.0,42.73999,-91.2618,POINT (-91.2618 42.73999),13,Iowa
5413500.0,42.72027,-90.81929,POINT (-90.81929 42.72027),47,Wisconsin
5414000.0,42.7311,-90.64041,POINT (-90.64041 42.7311),47,Wisconsin
5444000.0,41.90281,-89.69622,POINT (-89.69622 41.90281),11,Illinois
5454000.0,41.70002,-91.48767,POINT (-91.48767 41.70002),13,Iowa
5458000.0,43.03328,-92.50354,POINT (-92.50354 43.03328),13,Iowa
5466500.0,41.18698,-90.96737,POINT (-90.96737 41.18698),11,Illinois
5487980.0,41.24688,-93.26607,POINT (-93.26607 41.24688),13,Iowa
5488200.0,41.30055,-93.04548,POINT (-93.04548 41.30055),13,Iowa
5489000.0,41.219,-92.90853,POINT (-92.90853 41.219),13,Iowa
5495000.0,40.39241,-91.59788,POINT (-91.59788 40.39241),23,Missouri
5495500.0,40.14282,-91.33737,POINT (-91.33737 40.14282),11,Illinois
5501000.0,39.81799,-91.5177,POINT (-91.5177 39.81799),23,Missouri
5503800.0,39.58483,-91.99349,POINT (-91.99349 39.58483),23,Missouri
5507600.0,39.43143,-91.67627,POINT (-91.67627 39.43143),23,Missouri
5508805.0,39.52046,-91.34275,POINT (-91.34275 39.52046),23,Missouri
5514500.0,39.0088,-90.97754,POINT (-90.97754 39.0088),23,Missouri
5525500.0,40.63004,-87.72392,POINT (-87.72392 40.63004),11,Illinois
5556500.0,41.36587,-89.49843,POINT (-89.49843 41.36587),11,Illinois
5584500.0,40.33032,-90.89624,POINT (-90.89624 40.33032),11,Illinois
5585000.0,40.02477,-90.63179,POINT (-90.63179 40.02477),11,Illinois
5591550.0,39.5067,-88.52756,POINT (-88.52756 39.5067),11,Illinois
5592050.0,39.40587,-88.89646,POINT (-88.89646 39.40587),11,Illinois
5592575.0,38.93699,-88.95284,POINT (-88.95284 38.93699),11,Illinois
5593575.0,38.44172,-89.41675,POINT (-89.41675 38.44172),11,Illinois
5593900.0,39.14894,-89.35231,POINT (-89.35231 39.14894),11,Illinois
5595730.0,38.25394,-89.03979,POINT (-89.03979 38.25394),11,Illinois
6037500.0,44.65687,-111.06827,POINT (-111.06827 44.65687),24,Montana
6043500.0,45.49743,-111.27051,POINT (-111.27051 45.49743),24,Montana
6154410.0,47.9661,-108.66071,POINT (-108.66071 47.9661),24,Montana
6188000.0,44.92772,-110.39381,POINT (-110.39381 44.92772),48,Wyoming
6191500.0,45.11188,-110.79438,POINT (-110.79438 45.11188),24,Montana
6221400.0,43.34551,-109.41014,POINT (-109.41014 43.34551),48,Wyoming
6224000.0,43.1769,-109.20291,POINT (-109.20291 43.1769),48,Wyoming
6278300.0,44.50802,-107.40369,POINT (-107.40369 44.50802),48,Wyoming
